X, Y
2.210000e-01, 4.926333e+00
2.220000e-01, 4.926000e+00
2.230000e-01, 4.925667e+00
2.240000e-01, 4.925333e+00
2.250000e-01, 4.925000e+00
2.260000e-01, 4.924667e+00
2.270000e-01, 4.924333e+00
2.280000e-01, 4.924000e+00
2.290000e-01, 4.923667e+00
2.300000e-01, 4.923333e+00
2.310000e-01, 4.923000e+00
2.320000e-01, 4.922667e+00
2.330000e-01, 4.922333e+00
2.340000e-01, 4.922000e+00
2.350000e-01, 4.921667e+00
2.360000e-01, 4.921333e+00
2.370000e-01, 4.921000e+00
2.380000e-01, 4.920667e+00
2.390000e-01, 4.920333e+00
2.400000e-01, 4.920000e+00
2.410000e-01, 4.919667e+00
2.420000e-01, 4.919333e+00
2.430000e-01, 4.919000e+00
2.440000e-01, 4.918667e+00
2.450000e-01, 4.918333e+00
2.460000e-01, 4.918000e+00
2.470000e-01, 4.917667e+00
2.480000e-01, 4.917333e+00
2.490000e-01, 4.917000e+00
2.500000e-01, 4.916667e+00
2.510000e-01, 4.916333e+00
2.520000e-01, 4.916000e+00
2.530000e-01, 4.915667e+00
2.540000e-01, 4.915333e+00
2.550000e-01, 4.915000e+00
2.560000e-01, 4.914667e+00
2.570000e-01, 4.914333e+00
2.580000e-01, 4.914000e+00
2.590000e-01, 4.913667e+00
2.600000e-01, 4.913333e+00
2.610000e-01, 4.913000e+00
2.620000e-01, 4.912667e+00
2.630000e-01, 4.912333e+00
2.640000e-01, 4.912000e+00
2.650000e-01, 4.911667e+00
2.660000e-01, 4.911333e+00
2.670000e-01, 4.911000e+00
2.680000e-01, 4.910667e+00
2.690000e-01, 4.910333e+00
2.700000e-01, 4.910000e+00
2.710000e-01, 4.909667e+00
2.720000e-01, 4.909333e+00
2.730000e-01, 4.909000e+00
2.740000e-01, 4.908667e+00
2.750000e-01, 4.908333e+00
2.760000e-01, 4.908000e+00
2.770000e-01, 4.907667e+00
2.780000e-01, 4.907333e+00
2.790000e-01, 4.907000e+00
2.800000e-01, 4.906667e+00
2.810000e-01, 4.906333e+00
2.820000e-01, 4.906000e+00
2.830000e-01, 4.905667e+00
2.840000e-01, 4.905333e+00
2.850000e-01, 4.905000e+00
2.860000e-01, 4.904667e+00
2.870000e-01, 4.904333e+00
2.880000e-01, 4.904000e+00
2.890000e-01, 4.903667e+00
2.900000e-01, 4.903333e+00
2.910000e-01, 4.903000e+00
2.920000e-01, 4.902667e+00
2.930000e-01, 4.902333e+00
2.940000e-01, 4.902000e+00
2.950000e-01, 4.901667e+00
2.960000e-01, 4.901333e+00
2.970000e-01, 4.901000e+00
2.980000e-01, 4.900667e+00
2.990000e-01, 4.900333e+00
3.000000e-01, 4.900000e+00
3.010000e-01, 4.899667e+00
3.020000e-01, 4.899333e+00
3.030000e-01, 4.899000e+00
3.040000e-01, 4.898667e+00
3.050000e-01, 4.898333e+00
3.060000e-01, 4.898000e+00
3.070000e-01, 4.897667e+00
3.080000e-01, 4.897333e+00
3.090000e-01, 4.897000e+00
3.100000e-01, 4.896667e+00
3.110000e-01, 4.896333e+00
3.120000e-01, 4.896000e+00
3.130000e-01, 4.895667e+00
3.140000e-01, 4.895333e+00
3.150000e-01, 4.895000e+00
3.160000e-01, 4.894667e+00
3.170000e-01, 4.894333e+00
3.180000e-01, 4.894000e+00
3.190000e-01, 4.893667e+00
3.200000e-01, 4.893333e+00
3.210000e-01, 4.893000e+00
3.220000e-01, 4.892667e+00
3.230000e-01, 4.892333e+00
3.240000e-01, 4.892000e+00
3.250000e-01, 4.891667e+00
3.260000e-01, 4.891333e+00
3.270000e-01, 4.891000e+00
3.280000e-01, 4.890667e+00
3.290000e-01, 4.890333e+00
3.300000e-01, 4.890000e+00
3.310000e-01, 4.889667e+00
3.320000e-01, 4.889333e+00
3.330000e-01, 4.889000e+00
3.340000e-01, 4.888667e+00
3.350000e-01, 4.888333e+00
3.360000e-01, 4.888000e+00
3.370000e-01, 4.887667e+00
3.380000e-01, 4.887333e+00
3.390000e-01, 4.887000e+00
3.400000e-01, 4.886667e+00
3.410000e-01, 4.886333e+00
3.420000e-01, 4.886000e+00
3.430000e-01, 4.885667e+00
3.440000e-01, 4.885333e+00
3.450000e-01, 4.885000e+00
3.460000e-01, 4.884667e+00
3.470000e-01, 4.884333e+00
3.480000e-01, 4.884000e+00
3.490000e-01, 4.883667e+00
3.500000e-01, 4.883333e+00
3.510000e-01, 4.883000e+00
3.520000e-01, 4.882667e+00
3.530000e-01, 4.882333e+00
3.540000e-01, 4.882000e+00
3.550000e-01, 4.881667e+00
3.560000e-01, 4.881333e+00
3.570000e-01, 4.881000e+00
3.580000e-01, 4.880667e+00
3.590000e-01, 4.880333e+00
3.600000e-01, 4.880000e+00
3.610000e-01, 4.879667e+00
3.620000e-01, 4.879333e+00
3.630000e-01, 4.879000e+00
3.640000e-01, 4.878667e+00
3.650000e-01, 4.878333e+00
3.660000e-01, 4.878000e+00
3.670000e-01, 4.877667e+00
3.680000e-01, 4.877333e+00
3.690000e-01, 4.877000e+00
3.700000e-01, 4.876667e+00
3.710000e-01, 4.876333e+00
3.720000e-01, 4.876000e+00
3.730000e-01, 4.875667e+00
3.740000e-01, 4.875333e+00
3.750000e-01, 4.875000e+00
3.760000e-01, 4.874667e+00
3.770000e-01, 4.874333e+00
3.780000e-01, 4.874000e+00
3.790000e-01, 4.873667e+00
3.800000e-01, 4.873333e+00
3.810000e-01, 4.873000e+00
3.820000e-01, 4.872667e+00
3.830000e-01, 4.872333e+00
3.840000e-01, 4.872000e+00
3.850000e-01, 4.871667e+00
3.860000e-01, 4.871333e+00
3.870000e-01, 4.871000e+00
3.880000e-01, 4.870667e+00
3.890000e-01, 4.870333e+00
3.900000e-01, 4.870000e+00
3.910000e-01, 4.869667e+00
3.920000e-01, 4.869333e+00
3.930000e-01, 4.869000e+00
3.940000e-01, 4.868667e+00
3.950000e-01, 4.868333e+00
3.960000e-01, 4.868000e+00
3.970000e-01, 4.867667e+00
3.980000e-01, 4.867333e+00
3.990000e-01, 4.867000e+00
4.000000e-01, 4.866667e+00
4.010000e-01, 4.866333e+00
4.020000e-01, 4.866000e+00
4.030000e-01, 4.865667e+00
4.040000e-01, 4.865333e+00
4.050000e-01, 4.865000e+00
4.060000e-01, 4.864667e+00
4.070000e-01, 4.864333e+00
4.080000e-01, 4.864000e+00
4.090000e-01, 4.863667e+00
4.100000e-01, 4.863333e+00
4.110000e-01, 4.863000e+00
4.120000e-01, 4.862667e+00
4.130000e-01, 4.862333e+00
4.140000e-01, 4.862000e+00
4.150000e-01, 4.861667e+00
4.160000e-01, 4.861333e+00
4.170000e-01, 4.861000e+00
4.180000e-01, 4.860667e+00
4.190000e-01, 4.860333e+00
4.200000e-01, 4.860000e+00
4.210000e-01, 4.859667e+00
4.220000e-01, 4.859333e+00
4.230000e-01, 4.859000e+00
4.240000e-01, 4.858667e+00
4.250000e-01, 4.858333e+00
4.260000e-01, 4.858000e+00
4.270000e-01, 4.857667e+00
4.280000e-01, 4.857333e+00
4.290000e-01, 4.857000e+00
4.300000e-01, 4.856667e+00
4.310000e-01, 4.856333e+00
4.320000e-01, 4.856000e+00
4.330000e-01, 4.855667e+00
4.340000e-01, 4.855333e+00
4.350000e-01, 4.855000e+00
4.360000e-01, 4.854667e+00
4.370000e-01, 4.854333e+00
4.380000e-01, 4.854000e+00
4.390000e-01, 4.853667e+00
4.400000e-01, 4.853333e+00
4.410000e-01, 4.853000e+00
4.420000e-01, 4.852667e+00
4.430000e-01, 4.852333e+00
4.440000e-01, 4.852000e+00
4.450000e-01, 4.851667e+00
4.460000e-01, 4.851333e+00
4.470000e-01, 4.851000e+00
4.480000e-01, 4.850667e+00
4.490000e-01, 4.850333e+00
4.500000e-01, 4.850000e+00
4.510000e-01, 4.849667e+00
4.520000e-01, 4.849333e+00
4.530000e-01, 4.849000e+00
4.540000e-01, 4.848667e+00
4.550000e-01, 4.848333e+00
4.560000e-01, 4.848000e+00
4.570000e-01, 4.847667e+00
4.580000e-01, 4.847333e+00
4.590000e-01, 4.847000e+00
4.600000e-01, 4.846667e+00
4.610000e-01, 4.846333e+00
4.620000e-01, 4.846000e+00
4.630000e-01, 4.845667e+00
4.640000e-01, 4.845333e+00
4.650000e-01, 4.845000e+00
4.660000e-01, 4.844667e+00
4.670000e-01, 4.844333e+00
4.680000e-01, 4.844000e+00
4.690000e-01, 4.843667e+00
4.700000e-01, 4.843333e+00
4.710000e-01, 4.843000e+00
4.720000e-01, 4.842667e+00
4.730000e-01, 4.842333e+00
4.740000e-01, 4.842000e+00
4.750000e-01, 4.841667e+00
4.760000e-01, 4.841333e+00
4.770000e-01, 4.841000e+00
4.780000e-01, 4.840667e+00
4.790000e-01, 4.840333e+00
4.800000e-01, 4.840000e+00
4.810000e-01, 4.839667e+00
4.820000e-01, 4.839333e+00
4.830000e-01, 4.839000e+00
4.840000e-01, 4.838667e+00
4.850000e-01, 4.838333e+00
4.860000e-01, 4.838000e+00
4.870000e-01, 4.837667e+00
4.880000e-01, 4.837333e+00
4.890000e-01, 4.837000e+00
4.900000e-01, 4.836667e+00
4.910000e-01, 4.836333e+00
4.920000e-01, 4.836000e+00
4.930000e-01, 4.835667e+00
4.940000e-01, 4.835333e+00
4.950000e-01, 4.835000e+00
4.960000e-01, 4.834667e+00
4.970000e-01, 4.834333e+00
4.980000e-01, 4.834000e+00
4.990000e-01, 4.833667e+00
5.000000e-01, 4.833333e+00
5.010000e-01, 4.833000e+00
5.020000e-01, 4.832667e+00
5.030000e-01, 4.832333e+00
5.040000e-01, 4.832000e+00
5.050000e-01, 4.831667e+00
5.060000e-01, 4.831333e+00
5.070000e-01, 4.831000e+00
5.080000e-01, 4.830667e+00
5.090000e-01, 4.830333e+00
5.100000e-01, 4.830000e+00
5.110000e-01, 4.829667e+00
5.120000e-01, 4.829333e+00
5.130000e-01, 4.829000e+00
5.140000e-01, 4.828667e+00
5.150000e-01, 4.828333e+00
5.160000e-01, 4.828000e+00
5.170000e-01, 4.827667e+00
5.180000e-01, 4.827333e+00
5.190000e-01, 4.827000e+00
5.200000e-01, 4.826667e+00
5.210000e-01, 4.826333e+00
5.220000e-01, 4.826000e+00
5.230000e-01, 4.825667e+00
5.240000e-01, 4.825333e+00
5.250000e-01, 4.825000e+00
5.260000e-01, 4.824667e+00
5.270000e-01, 4.824333e+00
5.280000e-01, 4.824000e+00
5.290000e-01, 4.823667e+00
5.300000e-01, 4.823333e+00
5.310000e-01, 4.823000e+00
5.320000e-01, 4.822667e+00
5.330000e-01, 4.822333e+00
5.340000e-01, 4.822000e+00
5.350000e-01, 4.821667e+00
5.360000e-01, 4.821333e+00
5.370000e-01, 4.821000e+00
5.380000e-01, 4.820667e+00
5.390000e-01, 4.820333e+00
5.400000e-01, 4.820000e+00
5.410000e-01, 4.819667e+00
5.420000e-01, 4.819333e+00
5.430000e-01, 4.819000e+00
5.440000e-01, 4.818667e+00
5.450000e-01, 4.818333e+00
5.460000e-01, 4.818000e+00
5.470000e-01, 4.817667e+00
5.480000e-01, 4.817333e+00
5.490000e-01, 4.817000e+00
5.500000e-01, 4.816667e+00
5.510000e-01, 4.816333e+00
5.520000e-01, 4.816000e+00
5.530000e-01, 4.815667e+00
5.540000e-01, 4.815333e+00
5.550000e-01, 4.815000e+00
5.560000e-01, 4.814667e+00
5.570000e-01, 4.814333e+00
5.580000e-01, 4.814000e+00
5.590000e-01, 4.813667e+00
5.600000e-01, 4.813333e+00
5.610000e-01, 4.813000e+00
5.620000e-01, 4.812667e+00
5.630000e-01, 4.812333e+00
5.640000e-01, 4.812000e+00
5.650000e-01, 4.811667e+00
5.660000e-01, 4.811333e+00
5.670000e-01, 4.811000e+00
5.680000e-01, 4.810667e+00
5.690000e-01, 4.810333e+00
5.700000e-01, 4.810000e+00
5.710000e-01, 4.809667e+00
5.720000e-01, 4.809333e+00
5.730000e-01, 4.809000e+00
5.740000e-01, 4.808667e+00
5.750000e-01, 4.808333e+00
5.760000e-01, 4.808000e+00
5.770000e-01, 4.807667e+00
5.780000e-01, 4.807333e+00
5.790000e-01, 4.807000e+00
5.800000e-01, 4.806667e+00
5.810000e-01, 4.806333e+00
5.820000e-01, 4.806000e+00
5.830000e-01, 4.805667e+00
5.840000e-01, 4.805333e+00
5.850000e-01, 4.805000e+00
5.860000e-01, 4.804667e+00
5.870000e-01, 4.804333e+00
5.880000e-01, 4.804000e+00
5.890000e-01, 4.803667e+00
5.900000e-01, 4.803333e+00
5.910000e-01, 4.803000e+00
5.920000e-01, 4.802667e+00
5.930000e-01, 4.802333e+00
5.940000e-01, 4.802000e+00
5.950000e-01, 4.801667e+00
5.960000e-01, 4.801333e+00
5.970000e-01, 4.801000e+00
5.980000e-01, 4.800667e+00
5.990000e-01, 4.800333e+00
6.000000e-01, 4.800000e+00
6.010000e-01, 4.799667e+00
6.020000e-01, 4.799333e+00
6.030000e-01, 4.799000e+00
6.040000e-01, 4.798667e+00
6.050000e-01, 4.798333e+00
6.060000e-01, 4.798000e+00
6.070000e-01, 4.797667e+00
6.080000e-01, 4.797333e+00
6.090000e-01, 4.797000e+00
6.100000e-01, 4.796667e+00
6.110000e-01, 4.796333e+00
6.120000e-01, 4.796000e+00
6.130000e-01, 4.795667e+00
6.140000e-01, 4.795333e+00
6.150000e-01, 4.795000e+00
6.160000e-01, 4.794667e+00
6.170000e-01, 4.794333e+00
6.180000e-01, 4.794000e+00
6.190000e-01, 4.793667e+00
6.200000e-01, 4.793333e+00
6.210000e-01, 4.793000e+00
6.220000e-01, 4.792667e+00
6.230000e-01, 4.792333e+00
6.240000e-01, 4.792000e+00
6.250000e-01, 4.791667e+00
6.260000e-01, 4.791333e+00
6.270000e-01, 4.791000e+00
6.280000e-01, 4.790667e+00
6.290000e-01, 4.790333e+00
6.300000e-01, 4.790000e+00
6.310000e-01, 4.789667e+00
6.320000e-01, 4.789333e+00
6.330000e-01, 4.789000e+00
6.340000e-01, 4.788667e+00
6.350000e-01, 4.788333e+00
6.360000e-01, 4.788000e+00
6.370000e-01, 4.787667e+00
6.380000e-01, 4.787333e+00
6.390000e-01, 4.787000e+00
6.400000e-01, 4.786667e+00
6.410000e-01, 4.786333e+00
6.420000e-01, 4.786000e+00
6.430000e-01, 4.785667e+00
6.440000e-01, 4.785333e+00
6.450000e-01, 4.785000e+00
6.460000e-01, 4.784667e+00
6.470000e-01, 4.784333e+00
6.480000e-01, 4.784000e+00
6.490000e-01, 4.783667e+00
6.500000e-01, 4.783333e+00
6.510000e-01, 4.783000e+00
6.520000e-01, 4.782667e+00
6.530000e-01, 4.782333e+00
6.540000e-01, 4.782000e+00
6.550000e-01, 4.781667e+00
6.560000e-01, 4.781333e+00
6.570000e-01, 4.781000e+00
6.580000e-01, 4.780667e+00
6.590000e-01, 4.780333e+00
6.600000e-01, 4.780000e+00
6.610000e-01, 4.779667e+00
6.620000e-01, 4.779333e+00
6.630000e-01, 4.779000e+00
6.640000e-01, 4.778667e+00
6.650000e-01, 4.778333e+00
6.660000e-01, 4.778000e+00
6.670000e-01, 4.777667e+00
6.680000e-01, 4.777333e+00
6.690000e-01, 4.777000e+00
6.700000e-01, 4.776667e+00
6.710000e-01, 4.776333e+00
6.720000e-01, 4.776000e+00
6.730000e-01, 4.775667e+00
6.740000e-01, 4.775333e+00
6.750000e-01, 4.775000e+00
6.760000e-01, 4.774667e+00
6.770000e-01, 4.774333e+00
6.780000e-01, 4.774000e+00
6.790000e-01, 4.773667e+00
6.800000e-01, 4.773333e+00
6.810000e-01, 4.773000e+00
6.820000e-01, 4.772667e+00
6.830000e-01, 4.772333e+00
6.840000e-01, 4.772000e+00
6.850000e-01, 4.771667e+00
6.860000e-01, 4.771333e+00
6.870000e-01, 4.771000e+00
6.880000e-01, 4.770667e+00
6.890000e-01, 4.770333e+00
6.900000e-01, 4.770000e+00
6.910000e-01, 4.769667e+00
6.920000e-01, 4.769333e+00
6.930000e-01, 4.769000e+00
6.940000e-01, 4.768667e+00
6.950000e-01, 4.768333e+00
6.960000e-01, 4.768000e+00
6.970000e-01, 4.767667e+00
6.980000e-01, 4.767333e+00
6.990000e-01, 4.767000e+00
7.000000e-01, 4.766667e+00
7.010000e-01, 4.766333e+00
7.020000e-01, 4.766000e+00
7.030000e-01, 4.765667e+00
7.040000e-01, 4.765333e+00
7.050000e-01, 4.765000e+00
7.060000e-01, 4.764667e+00
7.070000e-01, 4.764333e+00
7.080000e-01, 4.764000e+00
7.090000e-01, 4.763667e+00
7.100000e-01, 4.763333e+00
7.110000e-01, 4.763000e+00
7.120000e-01, 4.762667e+00
7.130000e-01, 4.762333e+00
7.140000e-01, 4.762000e+00
7.150000e-01, 4.761667e+00
7.160000e-01, 4.761333e+00
7.170000e-01, 4.761000e+00
7.180000e-01, 4.760667e+00
7.190000e-01, 4.760333e+00
7.200000e-01, 4.760000e+00
7.210000e-01, 4.759667e+00
7.220000e-01, 4.759333e+00
7.230000e-01, 4.759000e+00
7.240000e-01, 4.758667e+00
7.250000e-01, 4.758333e+00
7.260000e-01, 4.758000e+00
7.270000e-01, 4.757667e+00
7.280000e-01, 4.757333e+00
7.290000e-01, 4.757000e+00
7.300000e-01, 4.756667e+00
7.310000e-01, 4.756333e+00
7.320000e-01, 4.756000e+00
7.330000e-01, 4.755667e+00
7.340000e-01, 4.755333e+00
7.350000e-01, 4.755000e+00
7.360000e-01, 4.754667e+00
7.370000e-01, 4.754333e+00
7.380000e-01, 4.754000e+00
7.390000e-01, 4.753667e+00
7.400000e-01, 4.753333e+00
7.410000e-01, 4.753000e+00
7.420000e-01, 4.752667e+00
7.430000e-01, 4.752333e+00
7.440000e-01, 4.752000e+00
7.450000e-01, 4.751667e+00
7.460000e-01, 4.751333e+00
7.470000e-01, 4.751000e+00
7.480000e-01, 4.750667e+00
7.490000e-01, 4.750333e+00
7.500000e-01, 4.750000e+00
7.510000e-01, 4.749667e+00
7.520000e-01, 4.749333e+00
7.530000e-01, 4.749000e+00
7.540000e-01, 4.748667e+00
7.550000e-01, 4.748333e+00
7.560000e-01, 4.748000e+00
7.570000e-01, 4.747667e+00
7.580000e-01, 4.747333e+00
7.590000e-01, 4.747000e+00
7.600000e-01, 4.746667e+00
7.610000e-01, 4.746333e+00
7.620000e-01, 4.746000e+00
7.630000e-01, 4.745667e+00
7.640000e-01, 4.745333e+00
7.650000e-01, 4.745000e+00
7.660000e-01, 4.744667e+00
7.670000e-01, 4.744333e+00
7.680000e-01, 4.744000e+00
7.690000e-01, 4.743667e+00
7.700000e-01, 4.743333e+00
7.710000e-01, 4.743000e+00
7.720000e-01, 4.742667e+00
7.730000e-01, 4.742333e+00
7.740000e-01, 4.742000e+00
7.750000e-01, 4.741667e+00
7.760000e-01, 4.741333e+00
7.770000e-01, 4.741000e+00
7.780000e-01, 4.740667e+00
7.790000e-01, 4.740333e+00
7.800000e-01, 4.740000e+00
7.810000e-01, 4.739667e+00
7.820000e-01, 4.739333e+00
7.830000e-01, 4.739000e+00
7.840000e-01, 4.738667e+00
7.850000e-01, 4.738333e+00
7.860000e-01, 4.738000e+00
7.870000e-01, 4.737667e+00
7.880000e-01, 4.737333e+00
7.890000e-01, 4.737000e+00
7.900000e-01, 4.736667e+00
7.910000e-01, 4.736333e+00
7.920000e-01, 4.736000e+00
7.930000e-01, 4.735667e+00
7.940000e-01, 4.735333e+00
7.950000e-01, 4.735000e+00
7.960000e-01, 4.734667e+00
7.970000e-01, 4.734333e+00
7.980000e-01, 4.734000e+00
7.990000e-01, 4.733667e+00
8.000000e-01, 4.733333e+00
8.010000e-01, 4.733000e+00
8.020000e-01, 4.732667e+00
8.030000e-01, 4.732333e+00
8.040000e-01, 4.732000e+00
8.050000e-01, 4.731667e+00
8.060000e-01, 4.731333e+00
8.070000e-01, 4.731000e+00
8.080000e-01, 4.730667e+00
8.090000e-01, 4.730333e+00
8.100000e-01, 4.730000e+00
8.110000e-01, 4.729667e+00
8.120000e-01, 4.729333e+00
8.130000e-01, 4.729000e+00
8.140000e-01, 4.728667e+00
8.150000e-01, 4.728333e+00
8.160000e-01, 4.728000e+00
8.170000e-01, 4.727667e+00
8.180000e-01, 4.727333e+00
8.190000e-01, 4.727000e+00
8.200000e-01, 4.726667e+00
8.210000e-01, 4.726333e+00
